experiment_name,condition,round,agent_id,opponent_id,game,action,opponent_action,payoff,cumulative_payoff,reputation,temperature,reflection_depth,risk_tendency,mode,confidence,risk_level,reason,is_malicious
rex_baseline,reputation_piecewise,1,19,5,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,2,medium,normal,0.6749021517428198,0.5,"standard mock policy chose cooperate; p_cooperate=0.675, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,5,19,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.5,2,medium,normal,0.8120233197967992,0.65,"standard mock policy chose defect; p_cooperate=0.812, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,14,4,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.5,2,medium,normal,0.722859587360185,0.65,"standard mock policy chose defect; p_cooperate=0.723, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,4,14,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,2,medium,normal,0.7768667715340288,0.5,"standard mock policy chose cooperate; p_cooperate=0.777, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,9,13,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,2,medium,normal,0.6592796464539905,0.5,"standard mock policy chose cooperate; p_cooperate=0.659, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,13,9,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.5,2,medium,normal,0.7725207500253028,0.65,"standard mock policy chose defect; p_cooperate=0.773, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,15,18,prisoner_dilemma,defect,defect,1.0,1.0,0.35000000000000003,0.5,2,medium,normal,0.6811275706038536,0.65,"standard mock policy chose defect; p_cooperate=0.681, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,18,15,prisoner_dilemma,defect,defect,1.0,1.0,0.35000000000000003,0.5,2,medium,normal,0.6964988578198643,0.65,"standard mock policy chose defect; p_cooperate=0.696, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,6,12,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7947879135274662,0.5,"standard mock policy chose cooperate; p_cooperate=0.795, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,12,6,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.813513790770011,0.5,"standard mock policy chose cooperate; p_cooperate=0.814, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,17,10,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7775447788916547,0.5,"standard mock policy chose cooperate; p_cooperate=0.778, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,10,17,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.6459102245304484,0.5,"standard mock policy chose cooperate; p_cooperate=0.646, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,1,11,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.8198789829307361,0.5,"standard mock policy chose cooperate; p_cooperate=0.820, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,11,1,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7312515915870436,0.5,"standard mock policy chose cooperate; p_cooperate=0.731, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,2,16,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.5,2,medium,normal,0.8191431586980299,0.65,"standard mock policy chose defect; p_cooperate=0.819, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,16,2,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,2,medium,normal,0.7083490368759754,0.5,"standard mock policy chose cooperate; p_cooperate=0.708, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,7,8,prisoner_dilemma,defect,cooperate,5.0,5.0,0.35000000000000003,0.5,2,medium,normal,0.6343364172449479,0.65,"standard mock policy chose defect; p_cooperate=0.634, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,8,7,prisoner_dilemma,cooperate,defect,0.0,0.0,0.57,0.5,2,medium,normal,0.8108237801684152,0.5,"standard mock policy chose cooperate; p_cooperate=0.811, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,0,3,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7472953590754748,0.5,"standard mock policy chose cooperate; p_cooperate=0.747, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,1,3,0,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.57,0.5,2,medium,normal,0.7874862986903479,0.5,"standard mock policy chose cooperate; p_cooperate=0.787, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,14,8,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.3,2,medium,normal,0.7856918062258417,0.5,"standard mock policy chose cooperate; p_cooperate=0.786, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,8,14,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.7484464976456043,0.5,"standard mock policy chose cooperate; p_cooperate=0.748, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,3,11,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.5,2,medium,normal,0.800709634950213,0.5,"standard mock policy chose cooperate; p_cooperate=0.801, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,11,3,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.5,2,medium,normal,0.8477157306946738,0.5,"standard mock policy chose cooperate; p_cooperate=0.848, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,10,16,prisoner_dilemma,cooperate,defect,0.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.8154277009335373,0.5,"standard mock policy chose cooperate; p_cooperate=0.815, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,16,10,prisoner_dilemma,defect,cooperate,5.0,5.0,0.39899999999999997,0.5,2,medium,normal,0.8065119756570601,0.65,"standard mock policy chose defect; p_cooperate=0.807, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,1,12,prisoner_dilemma,defect,cooperate,5.0,8.0,0.39899999999999997,0.5,2,medium,normal,0.6725856797655416,0.65,"standard mock policy chose defect; p_cooperate=0.673, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,12,1,prisoner_dilemma,cooperate,defect,0.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.6955387873425276,0.5,"standard mock policy chose cooperate; p_cooperate=0.696, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,5,18,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.3,2,medium,normal,0.7117719525859089,0.5,"standard mock policy chose cooperate; p_cooperate=0.712, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,18,5,prisoner_dilemma,cooperate,cooperate,3.0,4.0,0.441,0.3,2,medium,normal,0.7536294799494366,0.5,"standard mock policy chose cooperate; p_cooperate=0.754, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,2,0,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.3,2,medium,normal,0.7356438134228249,0.5,"standard mock policy chose cooperate; p_cooperate=0.736, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,0,2,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.5,2,medium,normal,0.780773642746759,0.5,"standard mock policy chose cooperate; p_cooperate=0.781, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,4,9,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.7425909659032432,0.5,"standard mock policy chose cooperate; p_cooperate=0.743, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,9,4,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.7771033836709019,0.5,"standard mock policy chose cooperate; p_cooperate=0.777, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,15,7,prisoner_dilemma,defect,defect,1.0,2.0,0.24500000000000002,0.3,2,medium,normal,0.766437078589783,0.65,"standard mock policy chose defect; p_cooperate=0.766, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,7,15,prisoner_dilemma,defect,defect,1.0,6.0,0.24500000000000002,0.3,2,medium,normal,0.7465204577993498,0.65,"standard mock policy chose defect; p_cooperate=0.747, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,13,19,prisoner_dilemma,cooperate,cooperate,3.0,8.0,0.441,0.3,2,medium,normal,0.7414044648748088,0.5,"standard mock policy chose cooperate; p_cooperate=0.741, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,19,13,prisoner_dilemma,cooperate,cooperate,3.0,3.0,0.6301999999999999,0.5,2,medium,normal,0.6375470316563776,0.5,"standard mock policy chose cooperate; p_cooperate=0.638, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,6,17,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.5,2,medium,normal,0.8453982241201606,0.5,"standard mock policy chose cooperate; p_cooperate=0.845, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,2,17,6,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6301999999999999,0.5,2,medium,normal,0.7951038597372339,0.5,"standard mock policy chose cooperate; p_cooperate=0.795, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,9,0,prisoner_dilemma,cooperate,defect,0.0,3.0,0.6819719999999999,0.5,2,medium,normal,0.7678549085246481,0.5,"standard mock policy chose cooperate; p_cooperate=0.768, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,0,9,prisoner_dilemma,defect,cooperate,5.0,11.0,0.44114,0.5,2,medium,normal,0.8419465832955029,0.65,"standard mock policy chose defect; p_cooperate=0.842, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,19,2,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6819719999999999,0.5,2,medium,normal,0.6400484692175197,0.5,"standard mock policy chose cooperate; p_cooperate=0.640, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,2,19,prisoner_dilemma,cooperate,cooperate,3.0,11.0,0.5192599999999999,0.3,2,medium,normal,0.7849128495411036,0.5,"standard mock policy chose cooperate; p_cooperate=0.785, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,13,5,prisoner_dilemma,cooperate,cooperate,3.0,11.0,0.5192599999999999,0.3,2,medium,normal,0.7758691823054175,0.5,"standard mock policy chose cooperate; p_cooperate=0.776, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,5,13,prisoner_dilemma,cooperate,cooperate,3.0,11.0,0.5192599999999999,0.3,2,medium,normal,0.748697731419966,0.5,"standard mock policy chose cooperate; p_cooperate=0.749, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,10,4,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6819719999999999,0.5,2,medium,normal,0.8043117699777601,0.5,"standard mock policy chose cooperate; p_cooperate=0.804, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,4,10,prisoner_dilemma,cooperate,cooperate,3.0,6.0,0.6819719999999999,0.5,2,medium,normal,0.7729527547082812,0.5,"standard mock policy chose cooperate; p_cooperate=0.773, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,12,14,prisoner_dilemma,defect,cooperate,5.0,8.0,0.44114,0.5,2,medium,normal,0.6913197570570883,0.65,"standard mock policy chose defect; p_cooperate=0.691, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,14,12,prisoner_dilemma,cooperate,defect,0.0,8.0,0.5192599999999999,0.3,2,medium,normal,0.742183605972249,0.5,"standard mock policy chose cooperate; p_cooperate=0.742, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,6,15,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.6819719999999999,0.5,2,medium,normal,0.6941536864989067,0.5,"standard mock policy chose cooperate; p_cooperate=0.694, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,15,6,prisoner_dilemma,cooperate,cooperate,3.0,5.0,0.3507,0.12,3,low,recovery,0.975126552503386,0.25,"standard mock policy chose cooperate; p_cooperate=0.975, mode=recovery, risk=low",False
rex_baseline,reputation_piecewise,3,16,7,prisoner_dilemma,defect,cooperate,5.0,10.0,0.2793,0.3,2,medium,normal,0.6521154359572927,0.65,"standard mock policy chose defect; p_cooperate=0.652, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,7,16,prisoner_dilemma,cooperate,defect,0.0,6.0,0.3507,0.12,3,low,recovery,0.9628448102194417,0.25,"standard mock policy chose cooperate; p_cooperate=0.963, mode=recovery, risk=low",False
rex_baseline,reputation_piecewise,3,17,1,prisoner_dilemma,cooperate,cooperate,3.0,9.0,0.6819719999999999,0.5,2,medium,normal,0.6855551590806062,0.5,"standard mock policy chose cooperate; p_cooperate=0.686, mode=normal, risk=medium",False
rex_baseline,reputation_piecewise,3,1,17,prisoner_dilemma,cooperate,cooperate,3.0,11.0,0.4831399999999999,0.3,2,medium,normal,0.7609339121870272,0.5,"standard mock policy chose cooperate; p_cooperate=0.761, mode=normal, risk=medium",False
